what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375944387062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375944416616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375944417164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375944694921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375944695654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375944812624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375944815410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945000450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945001122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945584700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945585209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945600735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945601526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945605189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945605672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945753821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945754467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945896643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375945897294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947419736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947420275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947486245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947486754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947493470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947493940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947520303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947520777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947638515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947638767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947764631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947764964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947769801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947770575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947785477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947785763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947786188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947786615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947800364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947800898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947835038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375947835520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375948381774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375948382083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375948592998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375948594208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375948878387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375948879268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375949520691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375949521642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375950764100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375950765213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375951321593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375951321970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375951676066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375951677644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952359131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952359692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952451893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952452968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952512137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952513155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952695894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952696504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952900481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952934141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952935305
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375952935586
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1375952936353
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1375952936354
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1375952936370
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1375952936381
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1375952936388
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1375952936397
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1375952936410
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1375952936421
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1375952936432
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1375952936433
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1375952936437
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1375952936444
